InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,Year,Month
548983,22464,HANGING METAL HEART LANTERN,6,2011-04-05 12:30:00,1.65,16906.0,United Kingdom,9.9,2011,4
558459,22508,DOORSTOP RETROSPOT HEART,2,2011-06-29 14:20:00,3.75,15334.0,United Kingdom,7.5,2011,6
555566,21937,STRAWBERRY   PICNIC BAG,2,2011-06-05 15:19:00,2.95,14659.0,United Kingdom,5.9,2011,6
552544,22303,COFFEE MUG APPLES DESIGN,6,2011-05-10 10:29:00,2.55,13320.0,United Kingdom,15.3,2011,5
551747,21368,MIRRORED WALL ART LADIES,48,2011-05-04 11:00:00,0.85,14298.0,United Kingdom,40.8,2011,5
563103,23118,PARISIENNE JEWELLERY DRAWER ,2,2011-08-12 10:08:00,7.5,13873.0,United Kingdom,15.0,2011,8
555513,22041,"RECORD FRAME 7"" SINGLE SIZE ",48,2011-06-05 10:38:00,2.1,12980.0,United Kingdom,100.8,2011,6
543809,44089C,LILAC GAUZE BUTTERFLY LAMPSHADE,8,2011-02-13 13:52:00,0.42,17095.0,United Kingdom,3.36,2011,2
565424,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-09-04 12:24:00,2.95,15215.0,United Kingdom,17.700000000000003,2011,9
539338,21210,SET OF 72 RETROSPOT PAPER  DOILIES,288,2010-12-17 10:54:00,1.45,17404.0,Sweden,417.6,2010,12
565971,22355,CHARLOTTE BAG SUKI DESIGN,6,2011-09-08 11:27:00,0.85,13571.0,United Kingdom,5.1,2011,9
544802,84832,ZINC WILLIE WINKIE  CANDLE STICK,24,2011-02-23 13:57:00,0.85,13149.0,United Kingdom,20.4,2011,2
558868,21746,SMALL RED RETROSPOT WINDMILL,12,2011-07-04 12:47:00,1.25,13266.0,United Kingdom,15.0,2011,7
551420,21933,PINK VINTAGE PAISLEY PICNIC BAG,10,2011-04-28 14:00:00,1.65,17068.0,United Kingdom,16.5,2011,4
559660,72741,GRAND CHOCOLATECANDLE,72,2011-07-11 13:19:00,1.25,16701.0,United Kingdom,90.0,2011,7
543543,84375,SET OF 20 KIDS COOKIE CUTTERS,3,2011-02-09 15:33:00,2.1,17843.0,United Kingdom,6.300000000000001,2011,2
562852,47566,PARTY BUNTING,4,2011-08-10 10:12:00,4.95,13050.0,United Kingdom,19.8,2011,8
562592,23545,WRAP RED DOILEY,25,2011-08-07 15:43:00,0.42,13418.0,United Kingdom,10.5,2011,8
542791,22470,HEART OF WICKER LARGE,2,2011-02-01 10:47:00,2.95,15039.0,United Kingdom,5.9,2011,2
558458,22526,WHEELBARROW FOR CHILDREN ,1,2011-06-29 14:17:00,12.75,14527.0,United Kingdom,12.75,2011,6
540499,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,2011-01-09 10:21:00,0.85,16923.0,United Kingdom,0.85,2011,1
556484,22084,PAPER CHAIN KIT EMPIRE,2,2011-06-12 13:17:00,2.95,16938.0,United Kingdom,5.9,2011,6
565432,22099,CARAVAN SQUARE TISSUE BOX,1,2011-09-04 13:16:00,0.39,16241.0,United Kingdom,0.39,2011,9
536381,21169,YOU'RE CONFUSING ME METAL SIGN ,3,2010-12-01 09:41:00,1.69,15311.0,United Kingdom,5.07,2010,12
562569,23154,SET OF 4 JAM JAR MAGNETS,3,2011-08-07 12:05:00,2.08,17323.0,United Kingdom,6.24,2011,8
564256,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,9,2011-08-24 10:45:00,0.55,14796.0,United Kingdom,4.95,2011,8
553527,21181,PLEASE ONE PERSON METAL SIGN,12,2011-05-17 14:57:00,2.1,15123.0,United Kingdom,25.200000000000003,2011,5
556751,22625,RED KITCHEN SCALES,12,2011-06-14 12:09:00,7.65,15251.0,United Kingdom,91.8,2011,6
541655,21784,SHOE SHINE BOX ,1,2011-01-20 12:04:00,9.95,14779.0,United Kingdom,9.95,2011,1
566245,21181,PLEASE ONE PERSON METAL SIGN,12,2011-09-11 11:59:00,2.1,13426.0,United Kingdom,25.200000000000003,2011,9
561542,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-07-28 10:09:00,2.1,15105.0,United Kingdom,12.6,2011,7
551426,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-04-28 14:39:00,1.45,14022.0,United Kingdom,17.4,2011,4
543989,22654,DELUXE SEWING KIT ,80,2011-02-15 09:52:00,4.95,12415.0,Australia,396.0,2011,2
546251,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,24,2011-03-10 14:37:00,1.25,16553.0,United Kingdom,30.0,2011,3
558044,23206,LUNCH BAG APPLE DESIGN,10,2011-06-24 13:29:00,1.65,13870.0,United Kingdom,16.5,2011,6
546005,21469,POLKA DOT RAFFIA FOOD COVER,6,2011-03-08 15:17:00,3.75,14426.0,United Kingdom,22.5,2011,3
550196,21877,HOME SWEET HOME MUG,3,2011-04-15 10:09:00,1.25,14796.0,United Kingdom,3.75,2011,4
562913,21703,BAG 125g SWIRLY MARBLES,12,2011-08-10 13:19:00,0.42,17042.0,United Kingdom,5.04,2011,8
539181,85049C,ROMANTIC PINKS RIBBONS ,1,2010-12-16 11:51:00,1.25,12748.0,United Kingdom,1.25,2010,12
550617,21934,SKULL SHOULDER BAG,10,2011-04-19 13:03:00,1.65,13376.0,United Kingdom,16.5,2011,4
536390,21533,RETROSPOT LARGE MILK JUG,12,2010-12-01 10:19:00,4.25,17511.0,United Kingdom,51.0,2010,12
538659,22820,GIFT BAG BIRTHDAY,12,2010-12-13 15:36:00,0.65,14625.0,United Kingdom,7.800000000000001,2010,12
554999,22460,EMBOSSED GLASS TEALIGHT HOLDER,4,2011-05-29 15:44:00,1.25,15547.0,United Kingdom,5.0,2011,5
554617,22640,SET OF 4 NAPKIN CHARMS 3 KEYS ,1,2011-05-25 11:21:00,2.55,14593.0,United Kingdom,2.55,2011,5
558991,21533,RETROSPOT LARGE MILK JUG,1,2011-07-05 11:32:00,4.95,14606.0,United Kingdom,4.95,2011,7
554682,23092,LARGE ANTIQUE WHITE PHOTO FRAME,2,2011-05-25 16:08:00,7.9,14085.0,United Kingdom,15.8,2011,5
539865,82001S,VINYL RECORD FRAME SILVER,24,2010-12-23 09:59:00,3.39,15587.0,United Kingdom,81.36,2010,12
536759,22296,HEART IVORY TRELLIS LARGE,12,2010-12-02 14:26:00,1.65,16781.0,United Kingdom,19.8,2010,12
554820,23203,JUMBO BAG DOILEY PATTERNS,10,2011-05-26 14:09:00,1.95,15622.0,United Kingdom,19.5,2011,5
564901,22231,JIGSAW TREE WITH BIRDHOUSE,12,2011-08-31 11:40:00,0.59,15690.0,United Kingdom,7.08,2011,8
562558,22616,PACK OF 12 LONDON TISSUES ,3,2011-08-05 16:43:00,0.29,13451.0,United Kingdom,0.8699999999999999,2011,8
564439,35970,ZINC FOLKART SLEIGH BELLS,12,2011-08-25 12:12:00,1.69,12841.0,United Kingdom,20.28,2011,8
565541,22384,LUNCH BAG PINK POLKADOT,4,2011-09-05 12:00:00,1.65,14159.0,United Kingdom,6.6,2011,9
544904,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-02-24 13:46:00,0.85,13018.0,United Kingdom,8.5,2011,2
539637,20668,DISCO BALL CHRISTMAS DECORATION,24,2010-12-20 15:22:00,0.12,14083.0,United Kingdom,2.88,2010,12
541213,48185,DOORMAT FAIRY CAKE,1,2011-01-14 13:28:00,7.95,15033.0,United Kingdom,7.95,2011,1
559810,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,32,2011-07-12 15:15:00,0.65,16168.0,United Kingdom,20.8,2011,7
538533,85227,SET OF 6 3D KIT CARDS FOR KIDS,1,2010-12-13 10:31:00,0.85,14796.0,United Kingdom,0.85,2010,12
553343,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,2,2011-05-16 12:35:00,12.75,16642.0,United Kingdom,25.5,2011,5
564534,21165,BEWARE OF THE CAT METAL SIGN ,4,2011-08-25 15:09:00,1.69,12748.0,United Kingdom,6.76,2011,8
545872,22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,1,2011-03-07 14:51:00,0.85,15752.0,United Kingdom,0.85,2011,3
544341,22501,PICNIC BASKET WICKER LARGE,2,2011-02-18 09:43:00,9.95,13012.0,United Kingdom,19.9,2011,2
562050,23144,ZINC T-LIGHT HOLDER STARS SMALL,24,2011-08-02 11:34:00,0.83,14133.0,United Kingdom,19.92,2011,8
539267,20713,JUMBO BAG OWLS,10,2010-12-16 15:23:00,1.95,13534.0,United Kingdom,19.5,2010,12
559552,22558,CLOTHES PEGS RETROSPOT PACK 24 ,2,2011-07-10 16:29:00,1.65,16014.0,United Kingdom,3.3,2011,7
557676,22035,VINTAGE CARAVAN GREETING CARD ,12,2011-06-22 10:28:00,0.42,15804.0,United Kingdom,5.04,2011,6
554151,20974,12 PENCILS SMALL TUBE SKULL,12,2011-05-23 11:07:00,0.65,14049.0,United Kingdom,7.800000000000001,2011,5
563709,22600,CHRISTMAS RETROSPOT STAR WOOD,6,2011-08-18 15:17:00,0.85,15472.0,United Kingdom,5.1,2011,8
557389,84978,HANGING HEART JAR T-LIGHT HOLDER,6,2011-06-20 11:03:00,1.25,15921.0,United Kingdom,7.5,2011,6
546562,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-03-15 10:45:00,2.95,16293.0,United Kingdom,17.700000000000003,2011,3
536805,21788,KIDS RAIN MAC BLUE,24,2010-12-02 16:38:00,0.85,14775.0,United Kingdom,20.4,2010,12
550783,20718,RED RETROSPOT SHOPPER BAG,10,2011-04-20 13:58:00,1.25,13485.0,United Kingdom,12.5,2011,4
540753,22180,RETROSPOT LAMP,2,2011-01-11 10:31:00,9.95,14217.0,United Kingdom,19.9,2011,1
544355,22236,CAKE STAND 3 TIER MAGIC GARDEN,2,2011-02-18 10:53:00,12.75,12714.0,France,25.5,2011,2
563674,22750,FELTCRAFT PRINCESS LOLA DOLL,12,2011-08-18 11:59:00,3.75,14132.0,United Kingdom,45.0,2011,8
556910,21914,BLUE HARMONICA IN BOX ,12,2011-06-15 13:25:00,1.25,12748.0,United Kingdom,15.0,2011,6
559032,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,6,2011-07-05 14:53:00,2.95,17511.0,United Kingdom,17.700000000000003,2011,7
546537,21843,RED RETROSPOT CAKE STAND,1,2011-03-14 14:32:00,10.95,15005.0,United Kingdom,10.95,2011,3
563230,22630,DOLLY GIRL LUNCH BOX,4,2011-08-14 15:39:00,1.95,15376.0,United Kingdom,7.8,2011,8
564052,20727,LUNCH BAG  BLACK SKULL.,1,2011-08-22 13:40:00,1.65,15033.0,United Kingdom,1.65,2011,8
552572,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,12,2011-05-10 12:11:00,2.55,14680.0,United Kingdom,30.6,2011,5
542895,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-02-01 13:47:00,2.95,14549.0,United Kingdom,8.850000000000001,2011,2
551399,21775,DECORATIVE FLORE BATHROOM BOTTLE,2,2011-04-28 13:17:00,1.25,17874.0,United Kingdom,2.5,2011,4
563534,23245,SET OF 3 REGENCY CAKE TINS,4,2011-08-17 11:37:00,4.95,14323.0,United Kingdom,19.8,2011,8
561863,21495,SKULLS AND CROSSBONES WRAP,25,2011-07-31 10:40:00,0.42,17695.0,United Kingdom,10.5,2011,7
563659,85099F,JUMBO BAG STRAWBERRY,100,2011-08-18 11:00:00,1.75,13694.0,United Kingdom,175.0,2011,8
542527,22822,CREAM WALL PLANTER HEART SHAPED,4,2011-01-28 12:48:00,5.95,17188.0,United Kingdom,23.8,2011,1
551525,22492,MINI PAINT SET VINTAGE ,36,2011-05-01 12:37:00,0.65,14667.0,United Kingdom,23.4,2011,5
561642,21793,CLASSIC FRENCH STYLE BASKET BROWN,1,2011-07-28 15:04:00,3.95,17965.0,United Kingdom,3.95,2011,7
552860,23053,RECYCLED ACAPULCO MAT PINK,1,2011-05-11 16:26:00,8.25,17889.0,United Kingdom,8.25,2011,5
560856,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,2011-07-21 13:06:00,1.25,16607.0,United Kingdom,15.0,2011,7
556222,21143,ANTIQUE GLASS HEART DECORATION ,12,2011-06-09 14:23:00,1.95,17522.0,United Kingdom,23.4,2011,6
538903,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,10,2010-12-15 10:17:00,1.65,13496.0,United Kingdom,16.5,2010,12
554491,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,2011-05-24 13:50:00,1.25,14606.0,United Kingdom,15.0,2011,5
545150,21916,SET 12 RETRO WHITE CHALK STICKS,24,2011-02-28 12:27:00,0.42,14227.0,United Kingdom,10.08,2011,2
560047,85099C,JUMBO  BAG BAROQUE BLACK WHITE,1,2011-07-14 15:01:00,2.08,17259.0,United Kingdom,2.08,2011,7
549929,79030G,TUMBLER NEW ENGLAND,48,2011-04-13 10:32:00,0.39,13740.0,United Kingdom,18.72,2011,4
537370,21257,VICTORIAN SEWING BOX MEDIUM,4,2010-12-06 12:44:00,7.95,13155.0,United Kingdom,31.8,2010,12
563954,22302,COFFEE MUG PEARS  DESIGN,24,2011-08-22 10:59:00,2.55,16652.0,United Kingdom,61.2,2011,8
554105,22406,MONEY BOX KINGS CHOICE DESIGN,4,2011-05-22 14:04:00,1.25,14711.0,United Kingdom,5.0,2011,5
558751,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2,2011-07-03 11:26:00,2.1,16009.0,United Kingdom,4.2,2011,7
546670,21466,RED FLOWER CROCHET FOOD COVER,1,2011-03-15 15:37:00,3.75,13451.0,United Kingdom,3.75,2011,3
559138,21523,DOORMAT FANCY FONT HOME SWEET HOME,1,2011-07-06 13:35:00,7.95,16919.0,United Kingdom,7.95,2011,7
539466,48185,DOORMAT FAIRY CAKE,2,2010-12-19 12:46:00,7.95,12668.0,Germany,15.9,2010,12
560729,21931,JUMBO STORAGE BAG SUKI,100,2011-07-20 14:39:00,1.79,17511.0,United Kingdom,179.0,2011,7
562146,23206,LUNCH BAG APPLE DESIGN,10,2011-08-03 10:45:00,1.65,17675.0,United Kingdom,16.5,2011,8
549680,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-04-11 13:02:00,2.1,12701.0,Germany,12.6,2011,4
558647,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2011-07-01 10:39:00,1.25,14868.0,United Kingdom,15.0,2011,7
542634,22249,DECORATION WHITE CHICK MAGIC GARDEN,16,2011-01-31 10:42:00,0.85,15448.0,United Kingdom,13.6,2011,1
547960,20725,LUNCH BAG RED RETROSPOT,2,2011-03-28 15:27:00,1.65,15644.0,United Kingdom,3.3,2011,3
553377,23209,LUNCH BAG DOILEY PATTERN ,10,2011-05-16 14:58:00,1.65,14888.0,United Kingdom,16.5,2011,5
561796,22621,TRADITIONAL KNITTING NANCY,12,2011-07-29 13:34:00,1.65,13138.0,United Kingdom,19.8,2011,7
544408,22704,WRAP RED APPLES ,25,2011-02-18 13:29:00,0.42,16726.0,United Kingdom,10.5,2011,2
548198,22111,SCOTTIE DOG HOT WATER BOTTLE,1,2011-03-29 16:05:00,4.95,16712.0,United Kingdom,4.95,2011,3
550971,85014B,RED RETROSPOT UMBRELLA,3,2011-04-21 17:03:00,5.95,13482.0,United Kingdom,17.85,2011,4
540566,21975,PACK OF 60 DINOSAUR CAKE CASES,3,2011-01-10 10:58:00,0.55,17811.0,United Kingdom,1.65,2011,1
559804,22035,VINTAGE CARAVAN GREETING CARD ,12,2011-07-12 14:17:00,0.42,17405.0,United Kingdom,5.04,2011,7
552277,22191,IVORY DINER WALL CLOCK,1,2011-05-08 12:34:00,8.5,13642.0,United Kingdom,8.5,2011,5
540502,22685,FRENCH BLUE METAL DOOR SIGN 0,10,2011-01-09 10:50:00,1.25,13183.0,United Kingdom,12.5,2011,1
537681,22553,PLASTERS IN TIN SKULLS,24,2010-12-08 10:11:00,1.65,13329.0,United Kingdom,39.6,2010,12
559536,22374,AIRLINE BAG VINTAGE JET SET RED,1,2011-07-10 12:17:00,4.25,16283.0,United Kingdom,4.25,2011,7
536839,20685,DOORMAT RED RETROSPOT,5,2010-12-02 18:25:00,7.95,15093.0,United Kingdom,39.75,2010,12
551349,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2011-04-28 10:03:00,1.65,14740.0,United Kingdom,19.8,2011,4
562393,23352,ROLL WRAP 50'S RED CHRISTMAS ,36,2011-08-04 16:17:00,1.25,18172.0,United Kingdom,45.0,2011,8
552843,21314,SMALL GLASS HEART TRINKET POT,4,2011-05-11 14:37:00,2.1,14649.0,United Kingdom,8.4,2011,5
563909,22230,JIGSAW TREE WITH WATERING CAN,1,2011-08-21 12:36:00,0.29,15701.0,United Kingdom,0.29,2011,8
550305,22147,FELTCRAFT BUTTERFLY HEARTS,12,2011-04-17 10:27:00,1.45,17920.0,United Kingdom,17.4,2011,4
551616,21469,POLKA DOT RAFFIA FOOD COVER,2,2011-05-03 11:40:00,3.75,15048.0,United Kingdom,7.5,2011,5
544292,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,2,2011-02-17 12:33:00,4.95,16745.0,United Kingdom,9.9,2011,2
557328,23236,DOILEY STORAGE TIN,1,2011-06-20 09:53:00,2.89,14646.0,Netherlands,2.89,2011,6
546951,22301,COFFEE MUG CAT + BIRD DESIGN,6,2011-03-18 11:30:00,2.55,17673.0,United Kingdom,15.3,2011,3
543165,22195,LARGE HEART MEASURING SPOONS,1,2011-02-03 19:58:00,1.65,13230.0,United Kingdom,1.65,2011,2
537369,21089,SET/6 GREEN SPRING PAPER CUPS,2,2010-12-06 12:41:00,0.65,17860.0,United Kingdom,1.3,2010,12
560086,20726,LUNCH BAG WOODLAND,20,2011-07-14 16:35:00,1.65,15839.0,United Kingdom,33.0,2011,7
557799,23233,WRAP POPPIES  DESIGN,25,2011-06-23 09:53:00,0.42,14854.0,United Kingdom,10.5,2011,6
537769,20828,GLITTER BUTTERFLY CLIPS,1,2010-12-08 12:17:00,2.55,15021.0,United Kingdom,2.55,2010,12
552188,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2011-05-06 14:01:00,1.65,12394.0,Belgium,19.8,2011,5
560551,22560,TRADITIONAL MODELLING CLAY,10,2011-07-19 12:47:00,1.25,18041.0,United Kingdom,12.5,2011,7
542057,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,1,2011-01-25 11:57:00,6.75,15967.0,United Kingdom,6.75,2011,1
544690,22624,IVORY KITCHEN SCALES,12,2011-02-23 08:48:00,7.65,14156.0,EIRE,91.8,2011,2
547906,22784,LANTERN CREAM GAZEBO ,1,2011-03-28 12:13:00,4.95,14410.0,United Kingdom,4.95,2011,3
550750,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2011-04-20 11:45:00,4.95,13632.0,United Kingdom,29.700000000000003,2011,4
537446,35646,VINTAGE BEAD PINK EVENING BAG,4,2010-12-07 09:13:00,4.25,18055.0,United Kingdom,17.0,2010,12
553187,21213,PACK OF 72 SKULL CAKE CASES,10,2011-05-15 12:53:00,0.55,16809.0,United Kingdom,5.5,2011,5
566055,23169,CLASSIC GLASS COOKIE JAR,1,2011-09-08 15:05:00,4.15,15453.0,United Kingdom,4.15,2011,9
539502,21982,PACK OF 12 SUKI TISSUES ,48,2010-12-20 11:14:00,0.29,14099.0,United Kingdom,13.919999999999998,2010,12
548340,22023,EMPIRE BIRTHDAY CARD,12,2011-03-30 14:23:00,0.42,13426.0,United Kingdom,5.04,2011,3
539466,21884,CAKES AND BOWS GIFT  TAPE,24,2010-12-19 12:46:00,0.19,12668.0,Germany,4.5600000000000005,2010,12
543642,35913B,WHITE/PINK CHICK EASTER DECORATION,3,2011-02-10 17:40:00,0.85,16161.0,United Kingdom,2.55,2011,2
540770,79302M,"ART LIGHTS,FUNK MONKEY",6,2011-01-11 10:40:00,2.95,13468.0,United Kingdom,17.700000000000003,2011,1
563191,85049A,TRADITIONAL CHRISTMAS RIBBONS,36,2011-08-12 16:07:00,1.25,16678.0,United Kingdom,45.0,2011,8
553006,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-05-12 16:45:00,0.55,15544.0,United Kingdom,13.2,2011,5
563903,23202,JUMBO BAG VINTAGE LEAF,5,2011-08-21 11:15:00,2.08,17068.0,United Kingdom,10.4,2011,8
560584,37450,CERAMIC CAKE BOWL + HANGING CAKES,1,2011-07-19 15:38:00,2.95,13827.0,United Kingdom,2.95,2011,7
560368,20724,RED RETROSPOT CHARLOTTE BAG,1,2011-07-18 12:25:00,0.85,17841.0,United Kingdom,0.85,2011,7
549124,22630,DOLLY GIRL LUNCH BOX,24,2011-04-06 14:03:00,1.95,16672.0,United Kingdom,46.8,2011,4
557951,23298,SPOTTY BUNTING,3,2011-06-23 17:53:00,4.95,14825.0,United Kingdom,14.85,2011,6
557734,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,12,2011-06-22 11:20:00,1.65,12684.0,France,19.8,2011,6
540163,22715,CARD WEDDING DAY,12,2011-01-05 11:52:00,0.42,13089.0,United Kingdom,5.04,2011,1
536404,84992,72 SWEETHEART FAIRY CAKE CASES,24,2010-12-01 11:29:00,0.55,16218.0,United Kingdom,13.2,2010,12
562949,20723,STRAWBERRY CHARLOTTE BAG,10,2011-08-11 09:47:00,0.85,14346.0,United Kingdom,8.5,2011,8
548732,22741,FUNKY DIVA PEN,48,2011-04-04 10:16:00,0.85,16142.0,United Kingdom,40.8,2011,4
556491,21363,HOME SMALL WOOD LETTERS,1,2011-06-12 14:15:00,4.95,16794.0,United Kingdom,4.95,2011,6
543653,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,1,2011-02-11 10:26:00,1.25,14796.0,United Kingdom,1.25,2011,2
544179,22267,EASTER DECORATION EGG BUNNY ,12,2011-02-16 14:44:00,1.25,17422.0,United Kingdom,15.0,2011,2
547497,22917,HERB MARKER ROSEMARY,12,2011-03-23 12:15:00,0.65,14461.0,United Kingdom,7.800000000000001,2011,3
544336,22857,ASSORTED EASTER GIFT TAGS,18,2011-02-17 19:36:00,0.85,13230.0,United Kingdom,15.3,2011,2
566053,21179,NO JUNK MAIL METAL SIGN,2,2011-09-08 14:57:00,0.39,14410.0,United Kingdom,0.78,2011,9
537047,22694,WICKER STAR ,2,2010-12-05 11:02:00,2.1,13069.0,United Kingdom,4.2,2010,12
537764,22960,JAM MAKING SET WITH JARS,1,2010-12-08 12:06:00,4.25,16893.0,United Kingdom,4.25,2010,12
563565,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,4,2011-08-17 14:22:00,2.95,17338.0,United Kingdom,11.8,2011,8
554040,22908,PACK OF 20 NAPKINS RED APPLES,24,2011-05-20 14:35:00,0.85,15290.0,United Kingdom,20.4,2011,5
543188,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2011-02-04 11:45:00,1.65,12567.0,France,16.5,2011,2
548740,22499,WOODEN UNION JACK BUNTING,6,2011-04-04 11:34:00,5.95,13319.0,United Kingdom,35.7,2011,4
563951,20725,LUNCH BAG RED RETROSPOT,10,2011-08-22 10:42:00,1.65,16839.0,United Kingdom,16.5,2011,8
566024,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,2011-09-08 12:51:00,4.95,13871.0,United Kingdom,19.8,2011,9
553897,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2011-05-19 17:23:00,1.25,14911.0,EIRE,15.0,2011,5
544935,22551,PLASTERS IN TIN SPACEBOY,12,2011-02-25 09:09:00,1.65,13870.0,United Kingdom,19.8,2011,2
552038,21523,DOORMAT FANCY FONT HOME SWEET HOME,40,2011-05-06 08:08:00,6.75,14156.0,EIRE,270.0,2011,5
548349,47469,ASSORTED SHAPES PHOTO CLIP SILVER ,288,2011-03-30 14:39:00,0.42,15812.0,United Kingdom,120.96,2011,3
547223,22382,LUNCH BAG SPACEBOY DESIGN ,2,2011-03-21 15:10:00,1.65,12867.0,United Kingdom,3.3,2011,3
544455,22651,GENTLEMAN SHIRT REPAIR KIT ,10,2011-02-20 13:18:00,0.85,13097.0,United Kingdom,8.5,2011,2
561085,21967,PACK OF 12 SKULL TISSUES,24,2011-07-25 09:26:00,0.29,14367.0,United Kingdom,6.959999999999999,2011,7
565995,21790,VINTAGE SNAP CARDS,24,2011-09-08 11:48:00,0.85,16076.0,United Kingdom,20.4,2011,9
548451,21328,BALLOONS  WRITING SET ,8,2011-03-31 11:25:00,1.65,17365.0,United Kingdom,13.2,2011,3
556503,21982,PACK OF 12 SUKI TISSUES ,24,2011-06-13 08:44:00,0.29,13517.0,United Kingdom,6.959999999999999,2011,6
547941,POST,POSTAGE,1,2011-03-28 14:46:00,150.0,16692.0,United Kingdom,150.0,2011,3
541280,84509B,SET OF 4 FAIRY CAKE PLACEMATS,4,2011-01-17 11:57:00,3.75,15296.0,United Kingdom,15.0,2011,1
556325,21679,SKULLS  STICKERS,6,2011-06-10 11:20:00,0.85,17234.0,United Kingdom,5.1,2011,6
558542,23342,MINT DINER WALL CLOCK,1,2011-06-30 12:23:00,8.5,13593.0,United Kingdom,8.5,2011,6
545835,22507,MEMO BOARD RETROSPOT  DESIGN,2,2011-03-07 13:17:00,4.95,17654.0,United Kingdom,9.9,2011,3
562842,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-08-09 16:44:00,2.55,17675.0,United Kingdom,81.6,2011,8
556425,23169,CLASSIC GLASS COOKIE JAR,6,2011-06-10 12:51:00,4.15,14178.0,United Kingdom,24.9,2011,6
557322,22472,TV DINNER TRAY DOLLY GIRL,3,2011-06-20 09:04:00,4.95,17444.0,Canada,14.85,2011,6
554838,23298,SPOTTY BUNTING,3,2011-05-26 16:30:00,4.95,18232.0,United Kingdom,14.85,2011,5
538999,22656,VINTAGE BLUE KITCHEN CABINET,2,2010-12-15 12:09:00,125.0,16003.0,United Kingdom,250.0,2010,12
559465,22327,ROUND SNACK BOXES SET OF 4 SKULLS,5,2011-07-08 13:26:00,2.95,14680.0,United Kingdom,14.75,2011,7
555592,21932,SCANDINAVIAN PAISLEY PICNIC BAG,10,2011-06-06 10:04:00,1.65,14215.0,United Kingdom,16.5,2011,6
559861,22748,POPPY'S PLAYHOUSE KITCHEN,1,2011-07-13 10:27:00,2.1,15895.0,United Kingdom,2.1,2011,7
539294,21743,STAR PORTABLE TABLE LIGHT ,4,2010-12-16 16:45:00,2.95,15532.0,United Kingdom,11.8,2010,12
563737,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1,2011-08-18 18:51:00,4.95,16261.0,United Kingdom,4.95,2011,8
550617,23206,LUNCH BAG APPLE DESIGN,10,2011-04-19 13:03:00,1.65,13376.0,United Kingdom,16.5,2011,4
553675,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-05-18 12:52:00,1.25,13719.0,United Kingdom,15.0,2011,5
562377,22426,ENAMEL WASH BOWL CREAM,2,2011-08-04 15:04:00,3.75,14535.0,United Kingdom,7.5,2011,8
541269,22174,PHOTO CUBE,12,2011-01-17 11:01:00,1.65,12626.0,Germany,19.8,2011,1
544106,22488,NATURAL SLATE RECTANGLE CHALKBOARD,6,2011-02-16 10:47:00,1.65,14530.0,United Kingdom,9.9,2011,2
561098,23207,LUNCH BAG ALPHABET DESIGN,10,2011-07-25 10:56:00,1.65,14194.0,United Kingdom,16.5,2011,7
558887,21537,RED RETROSPOT PUDDING BOWL,4,2011-07-04 15:26:00,4.25,18265.0,United Kingdom,17.0,2011,7
548711,22719,GUMBALL MONOCHROME COAT RACK,1,2011-04-03 14:24:00,1.25,18116.0,United Kingdom,1.25,2011,4
556107,85066,CREAM SWEETHEART MINI CHEST,1,2011-06-08 17:09:00,12.75,17360.0,United Kingdom,12.75,2011,6
